번호(내역),번호(세부),연번,세부사업명,내역사업명,부처명,전문위,26년 예산,인공지능,첨단바이오,양자,우주항공해양,반도체/디스플레이,첨단모빌리티,첨단로봇제조,차세대통신,수소,차세대원자력,이차전지,사이버보안,기초,탄소중립,국방,출연직할,재난안전,지역,기술사업화,인력양성
567.31,,157,울산과학기술원연구운영비지원(주요사업비)0.5,대형연구시설장비운영유지비,과기1,기초기반,250,,,,,,,,,,,,,,,,250,,,,
567.32,,157,울산과학기술원연구운영비지원(주요사업비)0.5,CNI(탄소중립융합원),과기1,기초기반,750,,,,,,,,,,,,,,,,750,,,,
567.29,,157,울산과학기술원연구운영비지원(주요사업비)0.5,창업및사업화협력(일반사업),과기1,기초기반,"1,000",,,,,,,,,,,,,,,,"1,000",,,"1,000",
567.11,,157,울산과학기술원연구운영비지원(주요사업비)0.5,미래선도형특성화연구사업(일반사업),과기1,기초기반,509,,,,,,,,,,,,,,,,509,,,,
567.23,,157,울산과학기술원연구운영비지원(주요사업비)0.5,장비시스템구축(일반사업),과기1,기초기반,"1,487",,,,,,,,,,,,,,,,"1,487",,,,
567.39,,157,울산과학기술원연구운영비지원(주요사업비)0.5,양자융합원,과기1,기초기반,500,,,500,,,,,,,,,,,,,500,,,,
567.4,,157,울산과학기술원연구운영비지원(주요사업비)0.5,AI국가대표양성(InnoCORE)(일반사업),과기1,기초기반,"13,125","13,125",,,,,,,,,,,,,,,"13,125",,,,"13,125"
567.54,,157,울산과학기술원연구운영비지원(주요사업비)0.5,AI전사양성사업(일반사업),과기1,기초기반,"1,325","1,325",,,,,,,,,,,,,,,"1,325",,,,
567.55,,157,울산과학기술원연구운영비지원(주요사업비)0.5,차세대모빌리티향센서-뉴로모픽반도체지능형통합시스템개발(UNIST-GIST-DGIST),과기1,기초기반,"2,006",,,,,"2,006",,,,,,,,,,,"2,006",,,,
567.56,,157,울산과학기술원연구운영비지원(주요사업비)0.5,유해선충방제바이오신소재맞춤형세포공장개발(KAIST-UNIST),과기1,기초기반,364,,364,,,,,,,,,,,,,,364,,,,
567.57,,157,울산과학기술원연구운영비지원(주요사업비)0.5,양자컴퓨터(중성원자)기술개발(KAIST-UNIST),과기1,기초기반,502,,,502,,,,,,,,,,,,,502,,,,
567.58,,157,울산과학기술원연구운영비지원(주요사업비)0.5,휴먼디지털트윈기술(DGIST-KAIST-GIST-UNIST),과기1,기초기반,502,502,502,,,,,,,,,,,,,,502,,,,
567.59,,157,울산과학기술원연구운영비지원(주요사업비)0.5,세계최초페로브스카이트태양전지상용화(GIST-UNIST),과기1,기초기반,"1,254",,,,,,,,,,,,,,"1,254",,"1,254",,,,
22121.0,22121.0,158,원자력국제공동연구지원사업,,과기1,에너지원자력자원,"9,370",,,,,,,,,,,,,,"9,370",,,,,,
22121.11,,158,원자력국제공동연구지원사업,다자간협력연구,과기1,에너지원자력자원,"1,400",,,,,,,,,,,,,,"1,400",,,,,,
22121.1,,158,원자력국제공동연구지원사업,양자간협력연구,과기1,에너지원자력자원,"7,970",,,,,,,,,,,,,,"7,970",,,,,,
260268.0,260268.0,159,원자력연구기반확충사업,,과기1,에너지원자력자원,"13,920",,,,,,,,,,"4,970",,,,"13,920",,,,,,"3,550"
260268.01,,159,원자력연구기반확충사업,원자력기초연구지원사업,과기1,에너지원자력자원,"2,400",,,,,,,,,,,,,,"2,400",,,,,,
260268.02,,159,원자력연구기반확충사업,미래원자력기술시설장비구축활용사업,과기1,에너지원자력자원,"1,500",,,,,,,,,,,,,,"1,500",,,,,,
260268.03,,159,원자력연구기반확충사업,미래글로벌원자력전문인력양성사업,과기1,에너지원자력자원,"3,550",,,,,,,,,,,,,,"3,550",,,,,,"3,550"
260268.04,,159,원자력연구기반확충사업,차세대원자력혁신생태계기반조성사업,과기1,에너지원자력자원,"4,970",,,,,,,,,,"4,970",,,,"4,970",,,,,,
260268.05,,159,원자력연구기반확충사업,해외수요기반연구로핵심기술통합플랫폼구축사업,과기1,에너지원자력자원,"1,500",,,,,,,,,,,,,,"1,500",,,,,,
26413.0,26413.0,160,원자로재료열화대응혁신기술개발사업,,과기1,에너지원자력자원,"3,000",,,,,,,,,,,,,,"3,000",,,,,,
26413.01,,160,원자로재료열화대응혁신기술개발사업,원자로재료열화대응혁신기술개발사업,과기1,에너지원자력자원,"3,000",,,,,,,,,,,,,,"3,000",,,,,,
23137.0,23137.0,161,원전해체경쟁력강화기술개발(예타),,과기1,에너지원자력자원,"3,893",,,,,,,,,,,,,,"3,893",,,"3,243",,,
23137.02,,161,원전해체경쟁력강화기술개발(예타),원전해체핵종분석R&D및실증기반구축,과기1,에너지원자력자원,650,,,,,,,,,,,,,,650,,,,,,
23137.03,,161,원전해체경쟁력강화기술개발(예타),안전성강화해체선도기술개발,과기1,에너지원자력자원,"3,243",,,,,,,,,,,,,,"3,243",,,"3,243",,,
249071.0,249071.0,162,원천기술국제협력개발,,과기1,양자반도체,"11,600",,,,,"9,200",,,,,,"2,400",,,"2,400",,,,,,
249071.01,,162,원천기술국제협력개발,반도체·디스플레이국제공동연구,과기1,양자반도체,"7,400",,,,,"7,400",,,,,,,,,,,,,,,
249071.02,,162,원천기술국제협력개발,이차전지국제공동연구,과기1,양자반도체,"2,400",,,,,,,,,,,"2,400",,,"2,400",,,,,,
249071.03,,162,원천기술국제협력개발,반도체R&D협력센터,과기1,양자반도체,"1,800",,,,,"1,800",,,,,,,,,,,,,,,
25233.0,25233.0,163,유럽연합다자연구혁신프로그램참여지원(R&D),,과기1,기초기반,"12,514",,,,,,,,,,,,,,,,,,,,
25233.01,,163,유럽연합다자연구혁신프로그램참여지원(R&D),HorizonEurope재정기여금,과기1,기초기반,"12,314",,,,,,,,,,,,,,,,,,,,
25233.02,,163,유럽연합다자연구혁신프로그램참여지원(R&D),HorizonEurope참여연구자지원,과기1,기초기반,200,,,,,,,,,,,,,,,,,,,,
26710.0,26710.0,164,유전자세포선도화전략설계및정책연구,,과기1,생명의료,100,,100,,,,,,,,,,,,,,,,,,
26710.01,,164,유전자세포선도화전략설계및정책연구,유전자세포선도화전략설계및정책연구,과기1,생명의료,100,,100,,,,,,,,,,,,,,,,,,
320003.0,320003.0,165,유전자편집제어복원기반기술개발,,과기1,생명의료,"9,000",,"9,000",,,,,,,,,,,,,,,,,,
320003.01,,165,유전자편집제어복원기반기술개발,유전자편집제어복원기반기술개발,과기1,생명의료,"9,000",,"9,000",,,,,,,,,,,,,,,,,,
26416.0,26416.0,166,의료용방사성동위원소생산기술및시스템고도화,,과기1,에너지원자력자원,"6,000",,,,,,,,,,,,,,,,,,,,
26416.01,,166,의료용방사성동위원소생산기술및시스템고도화,의료용방사성동위원소생산기술및시스템고도화,과기1,에너지원자력자원,"6,000",,,,,,,,,,,,,,,,,,,,
24653.0,24653.0,167,인공아체세포기반재생치료기술개발사업,,과기1,생명의료,"3,555",,"3,555",,,,,,,,,,,,,,,,,,
24653.01,,167,인공아체세포기반재생치료기술개발사업,인간ABC확인및인자개발,과기1,생명의료,"2,400",,"2,400",,,,,,,,,,,,,,,,,,
24653.02,,167,인공아체세포기반재생치료기술개발사업,ABC매개재생치료기술개발,과기1,생명의료,880,,880,,,,,,,,,,,,,,,,,,
24653.03,,167,인공아체세포기반재생치료기술개발사업,사업단운영비,과기1,생명의료,275,,275,,,,,,,,,,,,,,,,,,
690044.0,690044.0,168,인재활용확산지원,,과기1,기초기반,"85,419",,,,,,,,,,,,,,,,,,,,"85,419"
690044.15,,168,인재활용확산지원,글로벌인재교류·활용,과기1,기초기반,"65,169",,,,,,,,,,,,,,,,,,,,"65,169"
690044.16,,168,인재활용확산지원,산학연협력연구기반인력양성,과기1,기초기반,"13,800",,,,,,,,,,,,,,,,,,,,"13,800"
690044.2,,168,인재활용확산지원,전략기술박사후연구원산학프로젝트,과기1,기초기반,"1,950",,,,,,,,,,,,,,,,,,,,"1,950"
690044.21,,168,인재활용확산지원,국내글로벌석학연구역량활용지원,과기1,기초기반,"2,500",,,,,,,,,,,,,,,,,,,,"2,500"
690044.22,,168,인재활용확산지원,차세대공학자양성사업,과기1,기초기반,"2,000",,,,,,,,,,,,,,,,,,,,"2,000"
26448.0,26448.0,169,자원순환형초고에너지밀도주유형알루미늄공기전지,,과기1,에너지원자력자원,"4,000",,,,,,,,,,,"4,000",,,"4,000",,,,,,
26448.01,,169,자원순환형초고에너지밀도주유형알루미늄공기전지,자원순환형초고에너지밀도주유형알루미늄공기전지,과기1,에너지원자력자원,"4,000",,,,,,,,,,,"4,000",,,"4,000",,,,,,
256081.0,256081.0,170,재난안전임무용육해공무인이동체개발(R&D),,과기1,우주항공국토,"5,000",,,,"5,000",,,,,,,,,,,,,"5,000",,,
256081.01,,170,재난안전임무용육해공무인이동체개발(R&D),재난안전임무용육해공무인이동체개발(R&D),과기1,우주항공국토,"5,000",,,,"5,000",,,,,,,,,,,,,"5,000",,,
260264.0,260264.0,171,재난안전혁신기술개발,,과기1,공공해양환경,"8,725",,,,,,,,,,,,,,,,,"8,725",,,
260264.02,,171,재난안전혁신기술개발,실시간해저재해감시기술개발,과기1,공공해양환경,"1,600",,,,,,,,,,,,,,,,,"1,600",,,
260264.03,,171,재난안전혁신기술개발,고기능성소화탄및무인능동진압기술개발,과기1,공공해양환경,"1,500",,,,,,,,,,,,,,,,,"1,500",,,
260264.04,,171,재난안전혁신기술개발,국민생활안전긴급대응연구(2단계),과기1,공공해양환경,"4,375",,,,,,,,,,,,,,,,,"4,375",,,
260264.05,,171,재난안전혁신기술개발,리튬기반배터리제조및저장취급시설안전을위한기술개발,과기1,공공해양환경,"1,250",,,,,,,,,,,,,,,,,"1,250",,,
260040.0,260040.0,172,전문기술인활용재난재해대응기술현장화지원,,과기1,공공해양환경,"2,500",,,,,,,,,,,,,,,,,"2,250",,,
260040.01,,172,전문기술인활용재난재해대응기술현장화지원,전문기술인활용재난재해대응기술개발,과기1,공공해양환경,"2,250",,,,,,,,,,,,,,,,,"2,250",,,
260040.02,,172,전문기술인활용재난재해대응기술현장화지원,사업단운영비,과기1,공공해양환경,250,,,,,,,,,,,,,,,,,,,,
22102.0,22102.0,173,전통문화혁신성장융합연구사업,,과기1,인공지능ICT,569,,,,,,,,,,,,,,,,,,,,
22102.01,,173,전통문화혁신성장융합연구사업,전통문화원천기술개발,과기1,인공지능ICT,569,,,,,,,,,,,,,,,,,,,,
720.0,720.0,174,중입자가속기구축지원(균특),,과기1,기초기반,"19,315",,,,,,,,,,,,,,,,,,"19,315",,
720.04,,174,중입자가속기구축지원(균특),방사선안전및사업관리,과기1,기초기반,"4,821",,,,,,,,,,,,,,,,,,"4,821",,
720.01,,174,중입자가속기구축지원(균특),중입자가속기통합장치구축,과기1,기초기반,"14,494",,,,,,,,,,,,,,,,,,"14,494",,
260315.0,260315.0,175,지역산업연계대학Open-Lab육성지원,,과기1,기계소재,"4,890",,,,,,,,,,,,,,,,,,"4,890","4,890",
260315.01,,175,지역산업연계대학Open-Lab육성지원,지역산업연계대학Open-Lab육성지원,과기1,기계소재,"4,890",,,,,,,,,,,,,,,,,,"4,890","4,890",
20943.0,20943.0,176,지역연구개발혁신지원,,과기1,기계소재,"89,016",,,,,,,,,,,,,,,,,,"89,016",,
20943.07,,176,지역연구개발혁신지원,지역기술혁신허브육성,과기1,기계소재,"8,000",,,,,,,,,,,,,,,,,,"8,000",,
20943.99,,176,지역연구개발혁신지원,기획평가관리비,과기1,기계소재,"2,088",,,,,,,,,,,,,,,,,,"2,088",,
20943.14,,176,지역연구개발혁신지원,중부권과학기술혁신지원,과기1,기계소재,"13,106",,,,,,,,,,,,,,,,,,"13,106",,
20943.15,,176,지역연구개발혁신지원,호남권과학기술혁신지원,과기1,기계소재,"13,106",,,,,,,,,,,,,,,,,,"13,106",,
20943.16,,176,지역연구개발혁신지원,대경권과학기술혁신지원,과기1,기계소재,"13,106",,,,,,,,,,,,,,,,,,"13,106",,
20943.17,,176,지역연구개발혁신지원,동남권과학기술혁신지원,과기1,기계소재,"13,106",,,,,,,,,,,,,,,,,,"13,106",,
20943.18,,176,지역연구개발혁신지원,강원특자도과학기술혁신지원,과기1,기계소재,"8,836",,,,,,,,,,,,,,,,,,"8,836",,
20943.19,,176,지역연구개발혁신지원,전북특자도과학기술혁신지원,과기1,기계소재,"8,834",,,,,,,,,,,,,,,,,,"8,834",,
20943.2,,176,지역연구개발혁신지원,제주특자도과학기술혁신지원,과기1,기계소재,"8,834",,,,,,,,,,,,,,,,,,"8,834",,
260314.0,260314.0,177,지역의미래를여는과학기술프로젝트,,과기1,기계소재,"1,275",,,,,,,,,,,,,,,,,,"1,275",,
260314.01,,177,지역의미래를여는과학기술프로젝트,지역의미래를여는과학기술프로젝트,과기1,기계소재,"1,275",,,,,,,,,,,,,,,,,,"1,275",,
260337.0,260337.0,178,지역의미래를여는과학기술프로젝트(제주),,과기1,기계소재,625,,,,,,,,,,,,,,,,,,625,,
260337.01,,178,지역의미래를여는과학기술프로젝트(제주),지역의미래를여는과학기술프로젝트(제주),과기1,기계소재,625,,,,,,,,,,,,,,,,,,625,,
26712.0,26712.0,179,지역이공계대학생기초역량강화지원,,과기1,기초기반,"3,000",,,,,,,,,,,,,,,,,,,,
26712.01,,179,지역이공계대학생기초역량강화지원,지역이공계대학생기초역량강화지원,과기1,기초기반,"3,000",,,,,,,,,,,,,,,,,,,,
10408.0,10408.0,180,집단연구지원,,과기1,기초기반,"470,581",,,,,,,,,,,,,"470,581",,,,,,,
10408.07,,180,집단연구지원,선도연구센터지원사업,과기1,기초기반,"241,325",,,,,,,,,,,,,"241,325",,,,,,,
10408.05,,180,집단연구지원,기초연구실지원사업,과기1,기초기반,"199,256",,,,,,,,,,,,,"199,256",,,,,,,
10408.08,,180,집단연구지원,국가연구소,과기1,기초기반,"30,000",,,,,,,,,,,,,"30,000",,,,,,,
260049.0,260049.0,181,차세대AI+S&T기반기술개발,,과기1,인공지능ICT,"2,000","2,000",,,,,,,,,,,,,,,,,,,
260049.01,,181,차세대AI+S&T기반기술개발,차세대AI+S&T기반기술개발,과기1,인공지능ICT,"2,000","2,000",,,,,,,,,,,,,,,,,,,
26441.0,26441.0,182,차세대광기반연산반도체핵심기술개발(R&D),,과기1,양자반도체,"4,632",,,,,"4,632",,,,,,,,,,,,,,,
26441.01,,182,차세대광기반연산반도체핵심기술개발(R&D),차세대광기반연산반도체핵심기술개발,과기1,양자반도체,"4,632",,,,,"4,632",,,,,,,,,,,,,,,
26444.0,26444.0,183,차세대융복합프리폼디스플레이핵심기술개발,,과기1,양자반도체,"4,700",,,,,"4,700",,,,,,,,,,,,,,,
26444.01,,183,차세대융복합프리폼디스플레이핵심기술개발,차세대융복합프리폼디스플레이핵심기술개발,과기1,양자반도체,"4,700",,,,,"4,700",,,,,,,,,,,,,,,
900108.0,900108.0,184,차세대지능형반도체기술개발(소자),,과기1,양자반도체,"23,624",,,,,"22,879",,,,,,,,,,,,,,,
900108.01,,184,차세대지능형반도체기술개발(소자),신소자원천기술개발,과기1,양자반도체,"21,411",,,,,"21,411",,,,,,,,,,,,,,,
900108.03,,184,차세대지능형반도체기술개발(소자),신개념기초기술개발,과기1,양자반도체,"1,468",,,,,"1,468",,,,,,,,,,,,,,,
900108.04,,184,차세대지능형반도체기술개발(소자),사업단운영비,과기1,양자반도체,745,,,,,,,,,,,,,,,,,,,,
26405.0,26405.0,185,첨단기술활용사회문제해결실증지원,,과기1,공공해양환경,"2,625",,,,,,,,,,,,,,,,,"2,625",,,
26405.01,,185,첨단기술활용사회문제해결실증지원,연구개발및실증,과기1,공공해양환경,"2,222",,,,,,,,,,,,,,,,,"2,222",,,
26405.02,,185,첨단기술활용사회문제해결실증지원,첨단기술실증지원허브,과기1,공공해양환경,403,,,,,,,,,,,,,,,,,403,,,
26515.0,26515.0,186,첨단소재원천기술성장지원,,과기1,기계소재,"4,050",,,,,,,,,,,,,,,,,,,"4,050",
26515.01,,186,첨단소재원천기술성장지원,첨단소재원천기술성장지원,과기1,기계소재,"4,050",,,,,,,,,,,,,,,,,,,"4,050",
26469.0,26469.0,187,첨단신약타겟발굴검증및기반기술개발사업,,과기1,생명의료,"3,675","2,775","3,675",,,,,,,,,,,,,,,,,,
26469.01,,187,첨단신약타겟발굴검증및기반기술개발사업,첨단신약타겟발굴및검증지원,과기1,생명의료,"1,875","1,875","1,875",,,,,,,,,,,,,,,,,,
26469.02,,187,첨단신약타겟발굴검증및기반기술개발사업,디지털융합첨단신약기술개발,과기1,생명의료,900,900,900,,,,,,,,,,,,,,,,,,
26469.03,,187,첨단신약타겟발굴검증및기반기술개발사업,신규모달리티핵심기술개발,과기1,생명의료,900,,900,,,,,,,,,,,,,,,,,,
26439.0,26439.0,188,청정수소원천기술밸류업,,과기1,에너지원자력자원,"4,500",,,,,,,,,"4,500",,,,,"4,500",,,,,,
26439.01,,188,청정수소원천기술밸류업,청정수소원천기술밸류업,과기1,에너지원자력자원,"4,500",,,,,,,,,"4,500",,,,,"4,500",,,,,,
890111.0,890111.0,189,초전도도체시험설비구축,,과기1,에너지원자력자원,"12,000",,,,,,,,,,,,,,,,,,"12,000",,
890111.01,,189,초전도도체시험설비구축,초전도도체시험설비구축,과기1,에너지원자력자원,"12,000",,,,,,,,,,,,,,,,,,"12,000",,
900127.0,900127.0,190,치매극복연구개발사업(과기부),,과기1,생명의료,"9,742",,,,,,,,,,,,,,,,,,,,
900127.01,,190,치매극복연구개발사업(과기부),원인규명및발병기전연구,과기1,생명의료,"2,680",,,,,,,,,,,,,,,,,,,,
900127.02,,190,치매극복연구개발사업(과기부),예측및진단기술개발,과기1,생명의료,"2,335",,,,,,,,,,,,,,,,,,,,
900127.03,,190,치매극복연구개발사업(과기부),예방및치료기술개발,과기1,생명의료,"4,140",,,,,,,,,,,,,,,,,,,,
900127.04,,190,치매극복연구개발사업(과기부),사업단운영비,과기1,생명의료,587,,,,,,,,,,,,,,,,,,,,
260052.0,260052.0,191,치매의료기술연구개발사업(R&D),,과기1,생명의료,"1,650","1,650",,,,,,,,,,,,,,,,,,,
260052.01,,191,치매의료기술연구개발사업(R&D),차세대치매연구및기술개발,과기1,생명의료,"1,650","1,650",,,,,,,,,,,,,,,,,,,
26479.0,26479.0,192,치안신산업핵심기술사업화지원(R&D),,과기1,공공해양환경,820,,,,,,,,,,,,,,,,,788,,788,
26479.01,,192,치안신산업핵심기술사업화지원(R&D),치안신산업핵심기술사업화지원(R&D),과기1,공공해양환경,788,,,,,,,,,,,,,,,,,788,,788,
26479.02,,192,치안신산업핵심기술사업화지원(R&D),기획평가관리비,과기1,공공해양환경,32,,,,,,,,,,,,,,,,,,,,
26432.0,26432.0,193,탄소네거티브DAC기술고도화사업,,과기1,에너지원자력자원,"5,000",,,,,,,,,,,,,,"5,000",,,,,,
26432.01,,193,탄소네거티브DAC기술고도화사업,탄소네거티브DAC기술고도화사업,과기1,에너지원자력자원,"5,000",,,,,,,,,,,,,,"5,000",,,,,,
22086.0,22086.0,194,탄소자원화플랫폼화합물제조기술개발,,과기1,에너지원자력자원,"7,000",,,,,,,,,,,,,,"7,000",,,,,,
22086.01,,194,탄소자원화플랫폼화합물제조기술개발,탄소자원화플랫폼화합물제조기술개발,과기1,에너지원자력자원,"7,000",,,,,,,,,,,,,,"7,000",,,,,,
26428.0,26428.0,195,토양기반기후회복력진단및강화기술개발,,과기1,공공해양환경,"1,625",,,,,,,,,,,,,,"1,625",,,"1,625",,,
26428.01,,195,토양기반기후회복력진단및강화기술개발,토양기반기후회복력진단및강화기술개발,과기1,공공해양환경,"1,625",,,,,,,,,,,,,,"1,625",,,"1,625",,,
23130.0,23130.0,196,학연협력플랫폼구축시범사업,,과기1,기계소재,"10,000",,,,,,,,,,,,,,,,,,,"10,000",
23130.01,,196,학연협력플랫폼구축시범사업,학연협력플랫폼구축,과기1,기계소재,"10,000",,,,,,,,,,,,,,,,,,,"10,000",
24655.0,24655.0,197,한계도전R&D프로젝트,,과기1,인공지능ICT,"13,050",,,,,,,,,,,,,,,,,,,,
24655.01,,197,한계도전R&D프로젝트,한계도전R&D프로젝트,과기1,인공지능ICT,"11,450",,,,,,,,,,,,,,,,,,,,
24655.98,,197,한계도전R&D프로젝트,기획평가관리비,과기1,인공지능ICT,"1,600",,,,,,,,,,,,,,,,,,,,
25936.0,25936.0,198,한계돌파형4대차세대이차전지핵심원천기술개발,,과기1,에너지원자력자원,"9,500",,,,,,,,,,,"9,500",,,"9,500",,,,,,
25936.01,,198,한계돌파형4대차세대이차전지핵심원천기술개발,연구개발,과기1,에너지원자력자원,"9,500",,,,,,,,,,,"9,500",,,"9,500",,,,,,
849.0,849.0,199,한국건설기술연구원연구운영비지원(운영경비),,과기1,우주항공국토,"35,448",,,,,,,,,,,,,,,,"35,448",,,,
849.01,,199,한국건설기술연구원연구운영비지원(운영경비),인건비,과기1,우주항공국토,"33,031",,,,,,,,,,,,,,,,"33,031",,,,
849.02,,199,한국건설기술연구원연구운영비지원(운영경비),경상경비,과기1,우주항공국토,"2,417",,,,,,,,,,,,,,,,"2,417",,,,
850.0,850.0,200,한국건설기술연구원연구운영비지원(주요사업비),,과기1,우주항공국토,"50,985","11,832",,,,,,,,,,,,,"8,099",,"50,985","5,350",,,
850.06,,200,한국건설기술연구원연구운영비지원(주요사업비),장비시스템구입비,과기1,우주항공국토,"1,300",,,,,,,,,,,,,,,,"1,300",,,,
850.17,,200,한국건설기술연구원연구운영비지원(주요사업비),재난재해대응기술개발,과기1,우주항공국토,"9,356",,,,,,,,,,,,,,,,"9,356",,,,
850.18,,200,한국건설기술연구원연구운영비지원(주요사업비),탄소중립건설기술개발,과기1,우주항공국토,"6,347",,,,,,,,,,,,,,,,"6,347",,,,
850.19,,200,한국건설기술연구원연구운영비지원(주요사업비),미래공간조성기술개발,과기1,우주항공국토,"6,473",,,,,,,,,,,,,,,,"6,473",,,,
850.2,,200,한국건설기술연구원연구운영비지원(주요사업비),건설산업혁신선도기술개발,과기1,우주항공국토,"4,665",,,,,,,,,,,,,,,,"4,665",,,,
850.21,,200,한국건설기술연구원연구운영비지원(주요사업비),차세대스마트지하도로전략개발단,과기1,우주항공국토,"5,350","5,350",,,,,,,,,,,,,,,"5,350","5,350",,,
850.22,,200,한국건설기술연구원연구운영비지원(주요사업비),도시형CCU건설재료전략개발단,과기1,우주항공국토,"5,424",,,,,,,,,,,,,,"5,424",,"5,424",,,,
850.23,,200,한국건설기술연구원연구운영비지원(주요사업비),지하데이터센터건설전략개발단,과기1,우주항공국토,"2,913",,,,,,,,,,,,,,,,"2,913",,,,
850.24,,200,한국건설기술연구원연구운영비지원(주요사업비),안전보장AI건설전략개발단,과기1,우주항공국토,"6,482","6,482",,,,,,,,,,,,,,,"6,482",,,,
850.25,,200,한국건설기술연구원연구운영비지원(주요사업비),넷제로건축물혁신전략개발단,과기1,우주항공국토,"2,675",,,,,,,,,,,,,,"2,675",,"2,675",,,,
851.0,851.0,201,한국고등과학원연구운영비지원(운영경비),,과기1,기초기반,"19,995",,,,,,,,,,,,,,,,"19,995",,,,
851.01,,201,한국고등과학원연구운영비지원(운영경비),인건비,과기1,기초기반,"16,720",,,,,,,,,,,,,,,,"16,720",,,,
851.02,,201,한국고등과학원연구운영비지원(운영경비),경상경비,과기1,기초기반,"3,275",,,,,,,,,,,,,,,,"3,275",,,,
852.0,852.0,202,한국고등과학원연구운영비지원(주요사업비),,과기1,기초기반,"17,485",,,,,,,,,,,,,,,,"17,485",,,,
852.01,,202,한국고등과학원연구운영비지원(주요사업비),첨단기초과학연구(기관고유),과기1,기초기반,"2,825",,,,,,,,,,,,,,,,"2,825",,,,
852.02,,202,한국고등과학원연구운영비지원(주요사업비),신진선도과학자육성(기관고유),과기1,기초기반,"1,869",,,,,,,,,,,,,,,,"1,869",,,,
852.03,,202,한국고등과학원연구운영비지원(주요사업비),OpenKIAS(기관고유),과기1,기초기반,"1,865",,,,,,,,,,,,,,,,"1,865",,,,
852.04,,202,한국고등과학원연구운영비지원(주요사업비),거대수치계산연구지원(기관고유),과기1,기초기반,402,,,,,,,,,,,,,,,,402,,,,
852.07,,202,한국고등과학원연구운영비지원(주요사업비),허준이수학난제연구소,과기1,기초기반,"3,627",,,,,,,,,,,,,,,,"3,627",,,,
852.09,,202,한국고등과학원연구운영비지원(주요사업비),양자우주연구(일반사업),과기1,기초기반,"3,253",,,,,,,,,,,,,,,,"3,253",,,,
852.1,,202,한국고등과학원연구운영비지원(주요사업비),통합정보화구축(일반사업),과기1,기초기반,223,,,,,,,,,,,,,,,,223,,,,
852.21,,202,한국고등과학원연구운영비지원(주요사업비),AI기초과학연구,과기1,기초기반,"3,221",,,,,,,,,,,,,,,,"3,221",,,,
852.12,,202,한국고등과학원연구운영비지원(주요사업비),장비시스템구축(일반사업),과기1,기초기반,200,,,,,,,,,,,,,,,,200,,,,
855.0,855.0,203,한국과학기술기획평가원연구운영비지원,,과기1,기초기반,"32,793",,,,,,,,,,,,,,,,"32,793",,,,
855.01,,203,한국과학기술기획평가원연구운영비지원,인건비,과기1,기초기반,"21,258",,,,,,,,,,,,,,,,"21,258",,,,
855.02,,203,한국과학기술기획평가원연구운영비지원,경상경비,과기1,기초기반,"2,576",,,,,,,,,,,,,,,,"2,576",,,,
855.04,,203,한국과학기술기획평가원연구운영비지원,미래예측및성장동력발굴육성전략연구,과기1,기초기반,996,,,,,,,,,,,,,,,,996,,,,
855.05,,203,한국과학기술기획평가원연구운영비지원,과학기술혁신정책기획역량강화연구,과기1,기초기반,"2,102",,,,,,,,,,,,,,,,"2,102",,,,
855.06,,203,한국과학기술기획평가원연구운영비지원,R&D투자전략및배분조정기반강화연구,과기1,기초기반,"2,034",,,,,,,,,,,,,,,,"2,034",,,,
855.07,,203,한국과학기술기획평가원연구운영비지원,R&D성과평가및정보분석기반구축연구,과기1,기초기반,"2,885",,,,,,,,,,,,,,,,"2,885",,,,
855.09,,203,한국과학기술기획평가원연구운영비지원,R&D예비타당성조사기반강화연구,과기1,기초기반,466,,,,,,,,,,,,,,,,466,,,,
855.1,,203,한국과학기술기획평가원연구운영비지원,R&D예산정책및효율화연구,과기1,기초기반,476,,,,,,,,,,,,,,,,476,,,,
260147.0,260147.0,204,한국과학기술단체총연합회지원(R&D),,과기1,기초기반,"11,004",,,,,,,,,,,,,,,,,,,,
260147.01,,204,한국과학기술단체총연합회지원(R&D),학술활동지원,과기1,기초기반,"6,876",,,,,,,,,,,,,,,,,,,,
260147.02,,204,한국과학기술단체총연합회지원(R&D),재외과학기술자교류지원,과기1,기초기반,"2,421",,,,,,,,,,,,,,,,,,,,
260147.03,,204,한국과학기술단체총연합회지원(R&D),지역과학기술진흥및과학의날개최,과기1,기초기반,791,,,,,,,,,,,,,,,,,,,,
260147.04,,204,한국과학기술단체총연합회지원(R&D),과학기술네트워크강화,과기1,기초기반,300,,,,,,,,,,,,,,,,,,,,
260147.05,,204,한국과학기술단체총연합회지원(R&D),세계한인과학기술자대회개최지원,과기1,기초기반,616,,,,,,,,,,,,,,,,,,,,
858.0,858.0,205,한국과학기술연구원연구운영비지원(운영경비),,과기1,기초기반,"89,409",,,,,,,,,,,,,,,,"89,409",,,,
858.01,,205,한국과학기술연구원연구운영비지원(운영경비),인건비,과기1,기초기반,"76,826",,,,,,,,,,,,,,,,"76,826",,,,
858.02,,205,한국과학기술연구원연구운영비지원(운영경비),경상경비,과기1,기초기반,"12,583",,,,,,,,,,,,,,,,"12,583",,,,
859.0,859.0,206,한국과학기술연구원연구운영비지원(주요사업비),,과기1,기초기반,"154,599","22,020","30,634","7,551",,"11,898",,"2,625",,"1,876",,"8,088",,,"8,068",,"154,599","3,398",,"8,984",
