번호(내역),번호(세부),연번,세부사업명,내역사업명,부처명,전문위,26년 예산,인공지능,첨단바이오,양자,우주항공해양,반도체/디스플레이,첨단모빌리티,첨단로봇제조,차세대통신,수소,차세대원자력,이차전지,사이버보안,기초,탄소중립,국방,출연직할,재난안전,지역,기술사업화,인력양성
26017.0,26017.0,1,개인정보보호활용전문인력양성(R&D),,개보위,인공지능ICT,"3,000",,,,,,,,,,,,"3,000",,,,,"2,880",,,"2,880"
26017.01,,1,개인정보보호활용전문인력양성(R&D),개인정보보호활용전문인력양성,개보위,인공지능ICT,"2,880",,,,,,,,,,,,"2,880",,,,,"2,880",,,"2,880"
26017.02,,1,개인정보보호활용전문인력양성(R&D),기평비,개보위,인공지능ICT,120,,,,,,,,,,,,120,,,,,,,,
26019.0,26019.0,2,개인정보안전활용선도기술개발(R&D),,개보위,인공지능ICT,"6,138","6,138",,,,,,,,,,,"6,138",,,,,"5,904",,,
26019.01,,2,개인정보안전활용선도기술개발(R&D),원본데이터안전활용기술개발,개보위,인공지능ICT,"4,560","4,560",,,,,,,,,,,"4,560",,,,,"4,560",,,
26019.02,,2,개인정보안전활용선도기술개발(R&D),AI프라이버시리스크대응기술개발,개보위,인공지능ICT,"1,344","1,344",,,,,,,,,,,"1,344",,,,,"1,344",,,
26019.03,,2,개인정보안전활용선도기술개발(R&D),기평비,개보위,인공지능ICT,234,234,,,,,,,,,,,234,,,,,,,,
26020.0,26020.0,3,글로벌개인정보보호표준개발(R&D),,개보위,인공지능ICT,"1,482",,,,,,,,,,,,"1,425",,,,,"1,425",,,
26020.01,,3,글로벌개인정보보호표준개발(R&D),개인정보보호국제표준선점및기반구축확산,개보위,인공지능ICT,"1,425",,,,,,,,,,,,"1,425",,,,,"1,425",,,
26020.02,,3,글로벌개인정보보호표준개발(R&D),기평비,개보위,인공지능ICT,57,,,,,,,,,,,,,,,,,,,,
256000.0,256000.0,4,신뢰기반의AI대응개인정보보호활용기술개발(R&D),,개보위,인공지능ICT,"2,660","2,660",,,,,,,,,,,"2,660",,,,,,,,
256000.01,,4,신뢰기반의AI대응개인정보보호활용기술개발(R&D),AI대응개인정보보호강화기술개발,개보위,인공지능ICT,"2,560","2,560",,,,,,,,,,,"2,560",,,,,,,,
256000.98,,4,신뢰기반의AI대응개인정보보호활용기술개발(R&D),기평비,개보위,인공지능ICT,100,100,,,,,,,,,,,100,,,,,,,,
350000.0,350000.0,5,경찰건강스마트관리,,경찰청,공공해양환경,"6,562",,,,,,,,,,,,,,,,,"6,562",,,
350000.01,,5,경찰건강스마트관리,IoTAI기반경찰인적자원항상성관리플랫폼개발,경찰청,공공해양환경,"6,310",,,,,,,,,,,,,,,,,"6,310",,,
350000.98,,5,경찰건강스마트관리,기획평가관리비,경찰청,공공해양환경,252,,,,,,,,,,,,,,,,,252,,,
25179.0,25179.0,6,경찰작전능력향상기술개발,,경찰청,공공해양환경,"1,248",,,,,,,,,,,,,,,,,"1,200",,,
25179.01,,6,경찰작전능력향상기술개발,다층신소재기반현장맞춤형개인보호기술,경찰청,공공해양환경,"1,200",,,,,,,,,,,,,,,,,"1,200",,,
25179.02,,6,경찰작전능력향상기술개발,기획평가관리비,경찰청,공공해양환경,48,,,,,,,,,,,,,,,,,,,,
22506.0,22506.0,7,경찰장비개선,,경찰청,공공해양환경,"2,548",,,,,,,,,,,,,,,,,"2,548",,,
22506.01,,7,경찰장비개선,위해성경찰장비도입을위한표준인증체계구축(舊위해성경찰장비표준인증체계개발),경찰청,공공해양환경,"1,100",,,,,,,,,,,,,,,,,"1,100",,,
22506.05,,7,경찰장비개선,대테러경찰장비관리기술개발,경찰청,공공해양환경,"1,350",,,,,,,,,,,,,,,,,"1,350",,,
22506.04,,7,경찰장비개선,기획평가관리비,경찰청,공공해양환경,98,,,,,,,,,,,,,,,,,98,,,
242000.0,242000.0,8,과학기술기반군중밀집관리기술개발,,경찰청,공공해양환경,"1,976","1,900",,,,,,,,,,,,,,,,"1,976",,,
242000.01,,8,과학기술기반군중밀집관리기술개발,과학기술기반군중밀집관리기술개발,경찰청,공공해양환경,"1,900","1,900",,,,,,,,,,,,,,,,"1,900",,,
242000.98,,8,과학기술기반군중밀집관리기술개발,기획평가관리비,경찰청,공공해양환경,76,,,,,,,,,,,,,,,,,76,,,
21172.0,21172.0,9,과학적범죄수사고도화기술개발,,경찰청,공공해양환경,"3,068","1,800",,,,,,,,,,,,,,,,"3,068",,,
21172.04,,9,과학적범죄수사고도화기술개발,법곤충감정기법데이터구축,경찰청,공공해양환경,"1,150",,,,,,,,,,,,,,,,,"1,150",,,
21172.05,,9,과학적범죄수사고도화기술개발,인공지능기반고속위해기체분석플랫폼구축,경찰청,공공해양환경,"1,800","1,800",,,,,,,,,,,,,,,,"1,800",,,
21172.98,,9,과학적범죄수사고도화기술개발,기획평가관리비,경찰청,공공해양환경,118,,,,,,,,,,,,,,,,,118,,,
21173.0,21173.0,10,과학치안공공연구성과실용화촉진시범사업,,경찰청,공공해양환경,"1,440",,,,,,,,,,,,,,,,,"1,440",,"1,440",
21173.01,,10,과학치안공공연구성과실용화촉진시범사업,단기치안R&D기술실용화,경찰청,공공해양환경,"1,080",,,,,,,,,,,,,,,,,"1,080",,"1,080",
21173.02,,10,과학치안공공연구성과실용화촉진시범사업,기초원천연구성과치안분야기술실용화,경찰청,공공해양환경,360,,,,,,,,,,,,,,,,,360,,360,
23046.0,23046.0,11,미래치안도전기술개발,,경찰청,공공해양환경,"1,383",,,,,,,,,,,,,,,,,"1,383",,,
23046.01,,11,미래치안도전기술개발,미래치안도전기술개발,경찰청,공공해양환경,"1,330",,,,,,,,,,,,,,,,,"1,330",,,
23046.98,,11,미래치안도전기술개발,기획평가관리비,경찰청,공공해양환경,53,,,,,,,,,,,,,,,,,53,,,
24005.0,24005.0,12,불법마약류대응을위한현장기술개발,,경찰청,공공해양환경,"4,932","3,300",,,,,,,,,,,"1,800",,,,,"4,932",,,
24005.01,,12,불법마약류대응을위한현장기술개발,불법마약류대응을위한현장기술개발,경찰청,공공해양환경,"1,442",,,,,,,,,,,,,,,,,"1,442",,,
24005.02,,12,불법마약류대응을위한현장기술개발,멀티모달AI기반마약류추적탐지시스템개발,경찰청,공공해양환경,"1,500","1,500",,,,,,,,,,,,,,,,"1,500",,,
24005.03,,12,불법마약류대응을위한현장기술개발,다크웹및가상자산거래추적연계마약수사통합시스템개발,경찰청,공공해양환경,"1,800","1,800",,,,,,,,,,,"1,800",,,,,"1,800",,,
24005.98,,12,불법마약류대응을위한현장기술개발,기획평가관리비,경찰청,공공해양환경,190,,,,,,,,,,,,,,,,,190,,,
25175.0,25175.0,13,사이버범죄수사단서통합분석및추론시스템개발,,경찰청,공공해양환경,"6,136","5,900",,,,,,,,,,,"5,900",,,,,"5,900",,,
25175.01,,13,사이버범죄수사단서통합분석및추론시스템개발,사이버범죄대응기술,경찰청,공공해양환경,"5,900","5,900",,,,,,,,,,,"5,900",,,,,"5,900",,,
25175.98,,13,사이버범죄수사단서통합분석및추론시스템개발,기획평가관리비,경찰청,공공해양환경,236,,,,,,,,,,,,,,,,,,,,
23043.0,23043.0,14,사이버수사지원기술개발,,경찰청,공공해양환경,"8,736","2,000",,,,,,,,,,,"5,600",,,,,"8,736",,,
23043.01,,14,사이버수사지원기술개발,디지털성범죄대응위장수사지원용가상인물생성및관리기술개발,경찰청,공공해양환경,"2,800",,,,,,,,,,,,,,,,,"2,800",,,
23043.05,,14,사이버수사지원기술개발,기획평가관리비,경찰청,공공해양환경,336,,,,,,,,,,,,,,,,,336,,,
23043.07,,14,사이버수사지원기술개발,허위조작콘텐츠진위여부판별시스템개발,경찰청,공공해양환경,"3,600",,,,,,,,,,,,"3,600",,,,,"3,600",,,
23043.08,,14,사이버수사지원기술개발,인공지능모델포렌식기술연구개발,경찰청,공공해양환경,"2,000","2,000",,,,,,,,,,,"2,000",,,,,"2,000",,,
23042.0,23042.0,15,사회적약자보호강화기술개발,,경찰청,공공해양환경,"4,483",,,,,,,,,,,,,,,,,"4,483",,,
23042.01,,15,사회적약자보호강화기술개발,신변보호단말용저전력기반위치추적기술개발,경찰청,공공해양환경,"3,300",,,,,,,,,,,,,,,,,"3,300",,,
23042.06,,15,사회적약자보호강화기술개발,기획평가관리비,경찰청,공공해양환경,172,,,,,,,,,,,,,,,,,172,,,
23042.15,,15,사회적약자보호강화기술개발,사회적약자밀착형디지털순찰서비스개발,경찰청,공공해양환경,"1,011",,,,,,,,,,,,,,,,,"1,011",,,
21174.0,21174.0,16,자율주행기술개발혁신사업,,경찰청,공공해양환경,"14,454",,,,,,"13,725",,,,,,,,,,,"14,454",,,
21174.02,,16,자율주행기술개발혁신사업,자율주행기술개발혁신사업,경찰청,공공해양환경,"13,725",,,,,,"13,725",,,,,,,,,,,"13,725",,,
21174.99,,16,자율주행기술개발혁신사업,기획평가관리비,경찰청,공공해양환경,729,,,,,,,,,,,,,,,,,729,,,
25174.0,25174.0,17,차세대지능형순찰플랫폼(움직이는지구대),,경찰청,공공해양환경,"3,465","3,332",,,,,"3,332",,,,,,,,,,,"3,332",,,
25174.01,,17,차세대지능형순찰플랫폼(움직이는지구대),능동형안전서비스제공을위한이동형플랫폼기반솔루션개발,경찰청,공공해양환경,"3,332","3,332",,,,,"3,332",,,,,,,,,,,"3,332",,,
25174.02,,17,차세대지능형순찰플랫폼(움직이는지구대),기획평가관리비,경찰청,공공해양환경,133,,,,,,,,,,,,,,,,,,,,
26022.0,26022.0,18,치안데이터활용기술개발,,경찰청,인공지능ICT,"1,560","1,560",,,,,,,,,,,"1,560",,,,,"1,500",,,
26022.01,,18,치안데이터활용기술개발,치안비정형데이터암호화컴퓨팅기술연구개발,경찰청,인공지능ICT,"1,500","1,500",,,,,,,,,,,"1,500",,,,,"1,500",,,
26022.02,,18,치안데이터활용기술개발,기획평가관리비,경찰청,인공지능ICT,60,60,,,,,,,,,,,60,,,,,,,,
26021.0,26021.0,19,치안신산업핵심기술사업화지원,,경찰청,공공해양환경,820,,,,,,,,,,,,,,,,,788,,788,
26021.01,,19,치안신산업핵심기술사업화지원,치안기술국내사업화지원,경찰청,공공해양환경,788,,,,,,,,,,,,,,,,,788,,788,
26021.02,,19,치안신산업핵심기술사업화지원,기획평가관리비,경찰청,공공해양환경,32,,,,,,,,,,,,,,,,,,,,
650021.0,650021.0,20,치안현장맞춤형연구개발(폴리스랩2.0),,경찰청,공공해양환경,"2,907",,,,,,,,,,,,,,,,,"2,907",,,
650021.02,,20,치안현장맞춤형연구개발(폴리스랩2.0),자치경찰수요기반지역문제해결사업,경찰청,공공해양환경,"2,907",,,,,,,,,,,,,,,,,"2,907",,,
25172.0,25172.0,21,치안현장맞춤형연구개발(폴리스랩3.0),,경찰청,공공해양환경,"2,494",,,,,,,,,,,,,,,,,"2,400",,,
25172.01,,21,치안현장맞춤형연구개발(폴리스랩3.0),공공수요기반치안현장적용연구개발(폴리스랩3.0),경찰청,공공해양환경,"2,400",,,,,,,,,,,,,,,,,"2,400",,,
25172.02,,21,치안현장맞춤형연구개발(폴리스랩3.0),기획평가관리비,경찰청,공공해양환경,94,,,,,,,,,,,,,,,,,,,,
891001.0,891001.0,22,경호(보안검색)대응기술개발,,경호처,공공해양환경,"1,500",,,,,,,,,,,,,,,,,"1,500",,,
891001.01,,22,경호(보안검색)대응기술개발,경호(보안검색)대응기술개발,경호처,공공해양환경,"1,500",,,,,,,,,,,,,,,,,"1,500",,,
246001.0,246001.0,23,지능형유무인복합경비안전기술개발,,경호처,공공해양환경,"1,800","1,800",,,,,,,,,,,,,,,,"1,800",,,
246001.01,,23,지능형유무인복합경비안전기술개발,지능형유무인복합경비안전기술개발,경호처,공공해양환경,"1,800","1,800",,,,,,,,,,,,,,,,"1,800",,,
256071.0,256071.0,24,(혁신도전형)리튬메탈음극의범용적활용을위한모듈형LEA핵심기술개발사업,,과기1,에너지원자력자원,"11,240",,,,,,,,,,,"11,240",,,"11,240",,,,,,
256071.01,,24,(혁신도전형)리튬메탈음극의범용적활용을위한모듈형LEA핵심기술개발사업,충전개시형LEA전극모듈개발,과기1,에너지원자력자원,"3,840",,,,,,,,,,,"3,840",,,"3,840",,,,,,
256071.02,,24,(혁신도전형)리튬메탈음극의범용적활용을위한모듈형LEA핵심기술개발사업,방전개시형LEA전극모듈개발,과기1,에너지원자력자원,"3,840",,,,,,,,,,,"3,840",,,"3,840",,,,,,
256071.04,,24,(혁신도전형)리튬메탈음극의범용적활용을위한모듈형LEA핵심기술개발사업,사업단운영비,과기1,에너지원자력자원,560,,,,,,,,,,,560,,,560,,,,,,
256071.05,,24,(혁신도전형)리튬메탈음극의범용적활용을위한모듈형LEA핵심기술개발사업,리튬메탈실시간분석플랫폼,과기1,에너지원자력자원,"3,000",,,,,,,,,,,"3,000",,,"3,000",,,,,,
25920.0,25920.0,25,(혁신도전형)소재혁신양자시뮬레이터개발,,과기1,양자반도체,"9,000",,,"9,000",,,,,,,,,,,,,,,,,
25920.01,,25,(혁신도전형)소재혁신양자시뮬레이터개발,(혁신도전형)소재혁신양자시뮬레이터개발,과기1,양자반도체,"9,000",,,"9,000",,,,,,,,,,,,,,,,,
260048.0,260048.0,26,AI+S&T혁신기술개발,,과기1,인공지능ICT,"4,500","4,500",,,,,,,,,,,,,,,,,,,
260048.01,,26,AI+S&T혁신기술개발,AI+S&T혁신기술개발,과기1,인공지능ICT,"4,500","4,500",,,,,,,,,,,,,,,,,,,
260149.0,260149.0,27,AIxBio혁신연구거점조성시범사업,,과기1,생명의료,"10,200","10,200","10,200",,,,,,,,,,,,,,,,,,
260149.01,,27,AIxBio혁신연구거점조성시범사업,AI바이오혁신거점구축,과기1,생명의료,"10,200","10,200","10,200",,,,,,,,,,,,,,,,,,
26424.0,26424.0,28,AI기반디지털가상핵융합로플랫폼개발,,과기1,에너지원자력자원,"4,500","4,500",,,,,,,,,,,,,,,,,,,
26424.01,,28,AI기반디지털가상핵융합로플랫폼개발,확장형디지털가상핵융합플랫폼개발,과기1,에너지원자력자원,"2,000","2,000",,,,,,,,,,,,,,,,,,,
26424.02,,28,AI기반디지털가상핵융합로플랫폼개발,AI기반분석제어모듈개발,과기1,에너지원자력자원,"2,500","2,500",,,,,,,,,,,,,,,,,,,
26440.0,26440.0,29,AI기반무탄소에너지활용화학기술개발,,과기1,에너지원자력자원,"3,400","3,400",,,,,,,,,,,,,"3,400",,,,,,
26440.01,,29,AI기반무탄소에너지활용화학기술개발,AI기반무탄소에너지활용화학기술개발,과기1,에너지원자력자원,"3,400","3,400",,,,,,,,,,,,,"3,400",,,,,,
26456.0,26456.0,30,AI네이티브첨단바이오자율실험실,,과기1,생명의료,"13,500","13,500","13,500",,,,,"13,500",,,,,,,,,,,,,
26456.01,,30,AI네이티브첨단바이오자율실험실,첨단바이오자율실험실구축및실증,과기1,생명의료,"13,500","13,500","13,500",,,,,"13,500",,,,,,,,,,,,,
26431.0,26431.0,31,CCU메가프로젝트,,과기1,에너지원자력자원,"20,000",,,,,,,,,,,,,,"20,000",,,,,,
26431.01,,31,CCU메가프로젝트,CCU메가프로젝트(발전철강),과기1,에너지원자력자원,"20,000",,,,,,,,,,,,,,"20,000",,,,,,
26434.0,26434.0,32,CO2동시포집전환(RCC)융합기술개발,,과기1,에너지원자력자원,"4,500",,,,,,,,,,,,,,"4,500",,,,,,
26434.01,,32,CO2동시포집전환(RCC)융합기술개발,CO2동시포집전환(RCC)융합기술개발,과기1,에너지원자력자원,"4,500",,,,,,,,,,,,,,"4,500",,,,,,
260142.0,260142.0,33,EIC개발협력연구,,과기1,기초기반,"2,846",,,,,,,,,,,,,,,,,,,,
260142.01,,33,EIC개발협력연구,EIC개발협력연구,과기1,기초기반,"2,846",,,,,,,,,,,,,,,,,,,,
260301.0,260301.0,34,H2GATHER,,과기1,에너지원자력자원,"5,055",,,,,,,,,"5,055",,,,,"5,055",,,,,,
260301.01,,34,H2GATHER,H2GATHER,과기1,에너지원자력자원,"5,055",,,,,,,,,"5,055",,,,,"5,055",,,,,,
25237.0,25237.0,35,K-HERO육성지원,,과기1,기계소재,"8,922",,,,,,,,,,,,,,,,,,,"8,580",
25237.01,,35,K-HERO육성지원,글로벌선도연구소육성,과기1,기계소재,"4,500",,,,,,,,,,,,,,,,,,,"4,500",
25237.02,,35,K-HERO육성지원,기업R&D역량강화지원2.0,과기1,기계소재,"2,370",,,,,,,,,,,,,,,,,,,"2,370",
25237.03,,35,K-HERO육성지원,기획평가관리비,과기1,기계소재,342,,,,,,,,,,,,,,,,,,,,
25237.04,,35,K-HERO육성지원,R&D기술사업화연계지원,과기1,기계소재,"1,710",,,,,,,,,,,,,,,,,,,"1,710",
26482.0,26482.0,36,Net-zero구현초격차태양전지개발,,과기1,에너지원자력자원,"5,000",,,,,,,,,,,,,,"5,000",,,,,,
26482.01,,36,Net-zero구현초격차태양전지개발,Net-zero구현초격차태양전지개발,과기1,에너지원자력자원,"5,000",,,,,,,,,,,,,,"5,000",,,,,,
23110.0,23110.0,37,Netzero대응미세먼지저감기술개발,,과기1,공공해양환경,"1,540",,,,,,,,,,,,,,"1,540",,,"1,540",,,
23110.01,,37,Netzero대응미세먼지저감기술개발,Netzero대응미세먼지저감기술개발,과기1,공공해양환경,"1,540",,,,,,,,,,,,,,"1,540",,,"1,540",,,
22083.0,22083.0,38,PIM인공지능반도체핵심기술개발(소자),,과기1,양자반도체,"6,400",,,,,"6,400",,,,,,,,,,,,,,,
22083.01,,38,PIM인공지능반도체핵심기술개발(소자),신구조PIM소자및어레이기술,과기1,양자반도체,"1,200",,,,,"1,200",,,,,,,,,,,,,,,
22083.02,,38,PIM인공지능반도체핵심기술개발(소자),신재료PIM소자및어레이기술,과기1,양자반도체,"2,200",,,,,"2,200",,,,,,,,,,,,,,,
22083.03,,38,PIM인공지능반도체핵심기술개발(소자),신재료등기반의신개념PIM기초기술,과기1,양자반도체,"3,000",,,,,"3,000",,,,,,,,,,,,,,,
260043.0,260043.0,39,SDV대응가혹환경극복자동차반도체핵심IP원천기술개발,,과기1,양자반도체,"2,500",,,,,"2,500","2,500",,,,,,,,,,,,,,
260043.01,,39,SDV대응가혹환경극복자동차반도체핵심IP원천기술개발,SDV대응가혹환경극복자동차반도체핵심IP원천기술개발,과기1,양자반도체,"2,500",,,,,"2,500","2,500",,,,,,,,,,,,,,
22112.0,22112.0,40,가동원전안전성향상핵심기술개발사업(예타),,과기1,에너지원자력자원,"38,316",,,,,,,,,,,,,,"38,316",,,"38,316",,,
22112.01,,40,가동원전안전성향상핵심기술개발사업(예타),고장・사고최소화를위한지능형감시・진단・예측기술,과기1,에너지원자력자원,"11,897",,,,,,,,,,,,,,"11,897",,,"11,897",,,
22112.02,,40,가동원전안전성향상핵심기술개발사업(예타),사고확대예방・대비를위한혁신안전기술,과기1,에너지원자력자원,"15,876",,,,,,,,,,,,,,"15,876",,,"15,876",,,
22112.03,,40,가동원전안전성향상핵심기술개발사업(예타),사고완화및피해최소화를위한대응・복구기술,과기1,에너지원자력자원,"10,543",,,,,,,,,,,,,,"10,543",,,"10,543",,,
26426.0,26426.0,41,개도국기후기술실증연구,,과기1,에너지원자력자원,"3,000",,,,,,,,,,,,,,"3,000",,,,,,
26426.01,,41,개도국기후기술실증연구,개도국기후기술실증연구,과기1,에너지원자력자원,"3,000",,,,,,,,,,,,,,"3,000",,,,,,
20948.0,20948.0,42,개인기초연구(과기정통부),,과기1,기초기반,"2,265,651",,,,,,,,,,,,,"2,265,651",,,,,,,"26,000"
20948.04,,42,개인기초연구(과기정통부),우수연구,과기1,기초기반,"2,265,651",,,,,,,,,,,,,"2,265,651",,,,,,,
26447.0,26447.0,43,고온초전도자석실용화기술개발(R&D),,과기1,기계소재,"8,000",,,,,,,,,,,,,,,,,,,"8,000",
26447.01,,43,고온초전도자석실용화기술개발(R&D),고온초전도자석실용화기술개발(R&D),과기1,기계소재,"8,000",,,,,,,,,,,,,,,,,,,"8,000",
26463.0,26463.0,44,공공기관임무중심감염병연구다부처협력(R&D),,과기1,생명의료,"1,300",285,"1,300",,,,,,,,,,,,,,,"1,300",,,
26463.01,,44,공공기관임무중심감염병연구다부처협력(R&D),백신개발연구협력,과기1,생명의료,375,,375,,,,,,,,,,,,,,,375,,,
26463.02,,44,공공기관임무중심감염병연구다부처협력(R&D),치료제개발연구협력,과기1,생명의료,285,285,285,,,,,,,,,,,,,,,285,,,
26463.03,,44,공공기관임무중심감염병연구다부처협력(R&D),연구인프라공동구축,과기1,생명의료,640,,640,,,,,,,,,,,,,,,640,,,
260267.0,260267.0,45,공공연구성과사업화창업지원,,과기1,기계소재,"93,052",,,,,,,,,,,,,,,,,,,"78,252",
260267.01,,45,공공연구성과사업화창업지원,공공기술기반시장연계창업지원,과기1,기계소재,"34,440",,,,,,,,,,,,,,,,,,,"34,440",
260267.02,,45,공공연구성과사업화창업지원,과학기술기반혁신창업대학육성,과기1,기계소재,"14,800",,,,,,,,,,,,,,,,,,,,
260267.04,,45,공공연구성과사업화창업지원,딥사이언스창업활성화지원,과기1,기계소재,"15,850",,,,,,,,,,,,,,,,,,,"15,850",
260267.05,,45,공공연구성과사업화창업지원,차세대유망Seed기술실용화패스트트랙,과기1,기계소재,"14,907",,,,,,,,,,,,,,,,,,,"14,907",
260267.06,,45,공공연구성과사업화창업지원,대학연구소스타트업공동혁신R&D지원,과기1,기계소재,"10,375",,,,,,,,,,,,,,,,,,,"10,375",
260267.07,,45,공공연구성과사업화창업지원,국가연구개발우수연구성과확산촉진지원,과기1,기계소재,"2,250",,,,,,,,,,,,,,,,,,,"2,250",
260267.08,,45,공공연구성과사업화창업지원,공공연구성과활용촉진R&D,과기1,기계소재,430,,,,,,,,,,,,,,,,,,,430,
26480.0,26480.0,46,공공연구성과실증시범사업(R&D),,과기1,기계소재,"12,750",,,,,,,,,,,,,,,,,,,"12,750",
26480.01,,46,공공연구성과실증시범사업(R&D),공공연구성과실증시범사업,과기1,기계소재,"12,750",,,,,,,,,,,,,,,,,,,"12,750",
260265.0,260265.0,47,공공행정서비스혁신기술개발,,과기1,공공해양환경,"9,804","4,744",,,,,,,,,,,,,,,,"9,804",,,
260265.02,,47,공공행정서비스혁신기술개발,치안현장맞춤형연구개발(폴리스랩3.0),과기1,공공해양환경,"2,494","2,494",,,,,,,,,,,,,,,,"2,494",,,
260265.03,,47,공공행정서비스혁신기술개발,미래치안도전기술개발,과기1,공공해양환경,"1,382",,,,,,,,,,,,,,,,,"1,382",,,
260265.04,,47,공공행정서비스혁신기술개발,관세행정맞춤형기술개발2.0,과기1,공공해양환경,"2,178",,,,,,,,,,,,,,,,,"2,178",,,
260265.05,,47,공공행정서비스혁신기술개발,경호(보안검색)대응기술개발,과기1,공공해양환경,"1,500",,,,,,,,,,,,,,,,,"1,500",,,
260265.06,,47,공공행정서비스혁신기술개발,지능형유무인복합경비안전기술개발,과기1,공공해양환경,250,250,,,,,,,,,,,,,,,,250,,,
260265.07,,47,공공행정서비스혁신기술개발,재범징후선제적감지및대응력강화,과기1,공공해양환경,"2,000","2,000",,,,,,,,,,,,,,,,"2,000",,,
26709.0,26709.0,48,과학기술부설영재학교전환방안연구,,과기1,기초기반,300,,,,,,,,,,,,,,,,,,,,
26709.01,,48,과학기술부설영재학교전환방안연구,과학기술부열영재학교전환방안연구,과기1,기초기반,300,,,,,,,,,,,,,,,,,,,,
129.0,129.0,49,과학기술연합대학원대학교연구운영비지원(운영경비),,과기1,기초기반,"7,229",,,,,,,,,,,,,,,,"7,229",,,,
129.01,,49,과학기술연합대학원대학교연구운영비지원(운영경비),인건비,과기1,기초기반,"5,312",,,,,,,,,,,,,,,,"5,312",,,,
129.02,,49,과학기술연합대학원대학교연구운영비지원(운영경비),경상경비,과기1,기초기반,"1,917",,,,,,,,,,,,,,,,"1,917",,,,
130.0,130.0,50,과학기술연합대학원대학교연구운영비지원(주요사업비),,과기1,기초기반,"12,828",,,,,,,,,,,,,,,,"12,828",,,,
130.01,,50,과학기술연합대학원대학교주요사업비,학사사업비(기관고유사업비),과기1,기초기반,"12,828",,,,,,,,,,,,,,,,"12,828",,,,
690042.0,690042.0,51,과학기술혁신인재양성,,과기1,기초기반,"76,881",,"11,850","31,411","4,440","6,300",,,,,"4,200","2,000",,,"6,200",,,"7,440",,,"76,881"
690042.01,,51,과학기술혁신인재양성,시스템반도체융합전문인력양성,과기1,기초기반,"3,000",,,,,"3,000",,,,,,,,,,,,,,,"3,000"
690042.02,,51,과학기술혁신인재양성,양자정보과학인적기반조성,과기1,기초기반,"31,411",,,"31,411",,,,,,,,,,,,,,,,,"31,411"
690042.06,,51,과학기술혁신인재양성,육해공무인이동체혁신인재양성,과기1,기초기반,"4,440",,,,"4,440",,,,,,,,,,,,,"4,440",,,"4,440"
690042.09,,51,과학기술혁신인재양성,감염병연구전문인력양성,과기1,기초기반,"3,000",,"3,000",,,,,,,,,,,,,,,"3,000",,,"3,000"
690042.1,,51,과학기술혁신인재양성,데이터사이언스융합인재양성,과기1,기초기반,"12,000",,,,,,,,,,,,,,,,,,,,"12,000"
690042.21,,51,과학기술혁신인재양성,합성생물학전문인력양성,과기1,기초기반,"8,850",,"8,850",,,,,,,,,,,,,,,,,,"8,850"
690042.08,,51,과학기술혁신인재양성,가속기인력양성및활용지원,과기1,기초기반,"4,680",,,,,,,,,,,,,,,,,,,,"4,680"
690042.16,,51,과학기술혁신인재양성,차세대원자력전문인력양성사업,과기1,기초기반,"4,200",,,,,,,,,,"4,200",,,,"4,200",,,,,,"4,200"
690042.17,,51,과학기술혁신인재양성,반도체첨단패키징전문인력양성,과기1,기초기반,"3,300",,,,,"3,300",,,,,,,,,,,,,,,"3,300"
690042.19,,51,과학기술혁신인재양성,차세대이차전지전문인력양성,과기1,기초기반,"2,000",,,,,,,,,,,"2,000",,,"2,000",,,,,,"2,000"
810030.0,810030.0,52,과학치안공공연구성과실용화촉진시범사업,,과기1,공공해양환경,"1,260",,,,,,,,,,,,,,,,,"1,260",,"1,260",
810030.01,,52,과학치안공공연구성과실용화촉진시범사업,단기치안R&D기술실용화,과기1,공공해양환경,720,,,,,,,,,,,,,,,,,720,,720,
810030.02,,52,과학치안공공연구성과실용화촉진시범사업,기초원천연구성과치안분야기술실용화,과기1,공공해양환경,540,,,,,,,,,,,,,,,,,540,,540,
143.0,143.0,53,광주과학기술원연구운영비지원(운영경비),,과기1,기초기반,"22,773",,,,,,,,,,,,,,,,"22,773",,,,
143.01,,53,광주과학기술원연구운영비지원(운영경비),인건비,과기1,기초기반,"17,852",,,,,,,,,,,,,,,,"17,852",,,,
143.02,,53,광주과학기술원연구운영비지원(운영경비),경상경비,과기1,기초기반,"4,921",,,,,,,,,,,,,,,,"4,921",,,,
144.0,144.0,54,광주과학기술원연구운영비지원(주요사업비),,과기1,기초기반,"37,533","7,853",486,,,971,,,,,,,,,"2,914",,"37,533",,,"1,139","7,563"
144.01,,54,광주과학기술원주요사업비(0.5),학사사업비(기관고유),과기1,기초기반,"11,926",,,,,,,,,,,,,,,,"11,926",,,,
144.52,,54,광주과학기술원주요사업비(0.5),과학기술선도기초연구(기관고유),과기1,기초기반,962,,,,,,,,,,,,,,,,962,,,,
144.03,,54,광주과학기술원주요사업비(0.5),글로벌선도대학육성(기관고유),과기1,기초기반,"1,780",,,,,,,,,,,,,,,,"1,780",,,,
144.06,,54,광주과학기술원주요사업비(0.5),학술정보운영(기관고유),과기1,기초기반,"1,544",,,,,,,,,,,,,,,,"1,544",,,,
144.48,,54,광주과학기술원주요사업비(0.5),기관고유센터운영(기관고유),과기1,기초기반,"1,351",,,,,,,,,,,,,,,,"1,351",,,,
